student_id,first_name,last_name,email,gender,age,department,attendance(%),midterm_score,final_score,assignment_avg,quizzes_avg,participation_score,projects_score,total_score,grade,study_hours_per_week,internet_access,parent_education,family_income,stress_level
4021,Cory,Bryant,cory.bryant4021@email.com,Male,22,Physics,97.6,40,67,53.4,58.9,60,62,56.3,F,13,yes,Associate,medium,8
4022,Henry,Madden,henry.madden4022@email.com,Male,24,Biology,89.6,40,42,50.0,50.0,60,50,44.3,F,9,no,Doctorate,medium,6
4023,Joshua,Mcdonald,joshua.mcdonald4023@email.com,Female,21,History,72.1,40,46,50.0,56.0,60,65,47.7,F,11,yes,High School,high,6
4024,Jennifer,Bullock,jennifer.bullock4024@email.com,Female,19,Computer Science,87.9,59,54,50.0,60.5,60,50,55.3,F,11,yes,Associate,low,7
4025,Ronald,Thomas,ronald.thomas4025@email.com,Female,20,Physics,78.9,74,72,84.9,100.0,83,84,77.2,C+,18,yes,High School,low,5
4026,Edward,Watson,edward.watson4026@email.com,Female,19,Physics,88.7,83,63,84.7,70.3,62,69,72.2,C-,13,yes,Associate,high,4
4027,Chad,Sloan,chad.sloan4027@email.com,Female,23,Political Science,82.5,67,52,50.0,57.5,60,65,58.4,F,13,yes,Bachelor's,low,7
4028,Joe,Hall,joe.hall4028@email.com,Male,18,Engineering,80.9,48,59,66.0,50.3,60,50,55.1,F,7,yes,Bachelor's,low,10
4029,Anna,Holt,anna.holt4029@email.com,Female,24,Economics,89.7,75,72,81.4,70.0,76,79,74.7,C,14,yes,Master's,medium,5
4030,Cole,Johnson,cole.johnson4030@email.com,Male,20,Economics,90.9,56,40,69.1,61.4,60,61,52.0,F,5,yes,Doctorate,low,8
4031,Jean,Wright,jean.wright4031@email.com,Male,24,History,89.4,79,91,81.9,66.1,65,81,83.0,B,16,yes,Associate,low,5
4032,Paula,Ferrell,paula.ferrell4032@email.com,Female,21,Physics,87.5,50,43,68.6,54.5,60,51,50.0,F,9,yes,Associate,low,7
4033,John,Hughes,john.hughes4033@email.com,Male,18,Computer Science,95.9,67,57,50.0,54.6,60,58,59.5,F,6,yes,Doctorate,high,9
4034,Jessica,Collins,jessica.collins4034@email.com,Male,24,Engineering,100.0,88,84,78.0,72.9,60,86,83.1,B,16,yes,Master's,high,3
4035,Sandra,Duncan,sandra.duncan4035@email.com,Female,18,Chemistry,100.0,86,78,85.5,71.1,76,95,82.5,B-,14,yes,High School,high,5
4036,Ashley,Thomas,ashley.thomas4036@email.com,Female,21,Economics,93.3,63,47,50.0,62.7,74,58,55.4,F,7,yes,Bachelor's,medium,9
4037,Samantha,Wilkins,samantha.wilkins4037@email.com,Male,20,Computer Science,90.4,69,59,68.1,66.3,78,55,63.9,D,13,yes,Associate,high,7
4038,Erica,Nelson,erica.nelson4038@email.com,Male,22,Computer Science,83.3,73,67,54.6,57.5,60,62,66.3,D,12,yes,Associate,medium,7
4039,Barbara,Chang,barbara.chang4039@email.com,Female,24,Engineering,87.6,47,53,50.0,50.2,60,50,50.8,F,7,no,Master's,medium,6
4040,Frank,Wise,frank.wise4040@email.com,Male,23,Physics,82.2,56,60,50.0,54.0,74,56,57.9,F,11,yes,Associate,medium,6
4041,Justin,Oconnell,justin.oconnell4041@email.com,Female,24,Biology,98.2,71,68,72.7,79.0,71,58,69.1,D,6,yes,Master's,medium,6
4042,Joe,Taylor,joe.taylor4042@email.com,Male,22,Political Science,88.2,77,72,91.9,83.8,72,81,77.0,C+,12,yes,Doctorate,high,4
4043,Michelle,Aguilar,michelle.aguilar4043@email.com,Male,20,Business,89.2,40,45,50.0,50.0,60,50,45.5,F,9,no,Bachelor's,medium,4
4044,Brandon,Williams,brandon.williams4044@email.com,Male,21,Computer Science,81.0,65,74,76.9,68.4,60,72,70.5,C-,14,yes,Associate,low,5
4045,Keith,Johnson,keith.johnson4045@email.com,Male,22,Economics,97.4,87,72,89.0,85.0,92,83,81.1,B-,13,yes,Bachelor's,medium,7
4046,Maria,Jordan,maria.jordan4046@email.com,Male,22,Economics,100.0,76,86,75.8,88.5,75,90,82.0,B-,15,yes,High School,low,5
4047,Taylor,Crawford,taylor.crawford4047@email.com,Female,23,Chemistry,82.4,85,58,81.5,68.9,60,55,68.9,D,14,yes,Bachelor's,high,9
4048,Robert,Parsons,robert.parsons4048@email.com,Female,24,Physics,80.4,68,54,59.3,64.1,60,68,61.0,D,7,yes,Bachelor's,low,6
4049,Matthew,Hamilton,matthew.hamilton4049@email.com,Male,18,History,75.2,79,66,69.1,71.6,83,63,71.1,C-,13,yes,High School,medium,4
4050,Amanda,Dixon,amanda.dixon4050@email.com,Male,21,Psychology,94.4,66,85,90.0,76.6,76,73,77.8,C+,13,yes,High School,low,3
4051,Angela,Chapman,angela.chapman4051@email.com,Male,19,Engineering,79.6,84,71,73.7,75.8,84,91,78.1,C+,13,no,High School,low,5
4052,Chad,Martin,chad.martin4052@email.com,Female,24,Mathematics,81.0,40,61,57.9,64.6,60,50,53.4,F,6,yes,Associate,medium,7
4053,Richard,Peters,richard.peters4053@email.com,Male,19,Chemistry,87.2,43,53,63.2,60.7,71,79,55.0,F,14,yes,Bachelor's,medium,6
4054,Chris,Jones,chris.jones4054@email.com,Female,19,Physics,89.6,60,40,69.4,71.7,63,68,54.5,F,9,no,Associate,medium,8
4055,Thomas,Flores,thomas.flores4055@email.com,Female,18,Political Science,75.7,81,77,80.1,67.0,60,72,76.7,C,11,yes,Associate,low,3
4056,Robyn,Greene,robyn.greene4056@email.com,Male,19,Political Science,60.0,40,42,50.0,50.0,60,50,44.3,F,14,no,Bachelor's,low,6
4057,Derrick,Moore,derrick.moore4057@email.com,Male,20,Computer Science,90.6,40,49,50.0,57.8,60,50,47.5,F,11,yes,Doctorate,high,6
4058,Richard,Aguilar,richard.aguilar4058@email.com,Male,19,Economics,92.8,40,58,50.7,50.0,60,50,50.8,F,12,yes,Bachelor's,high,9
4059,Tina,Lowe,tina.lowe4059@email.com,Female,19,History,99.8,76,76,88.9,71.2,72,74,76.7,C,14,yes,Master's,low,4
4060,Richard,Lutz,richard.lutz4060@email.com,Male,20,Business,86.6,70,53,57.5,53.7,60,61,59.8,F,10,yes,Associate,low,6
4061,Kelly,Massey,kelly.massey4061@email.com,Female,24,Political Science,81.9,47,40,50.0,50.0,60,50,45.6,F,7,yes,Doctorate,low,7
4062,Rebecca,Cruz,rebecca.cruz4062@email.com,Male,18,Biology,97.9,71,67,95.3,74.8,79,78,73.2,C,16,yes,Bachelor's,high,4
4063,Tammy,Sutton,tammy.sutton4063@email.com,Female,24,Economics,88.6,65,67,82.0,57.0,60,62,66.6,D,12,yes,Associate,medium,7
4064,Lauren,Evans,lauren.evans4064@email.com,Male,19,Psychology,73.6,50,40,50.0,50.0,60,64,48.0,F,10,no,Associate,medium,7
4065,Colleen,Stone,colleen.stone4065@email.com,Male,18,History,92.5,88,81,83.9,79.3,78,82,83.3,B,8,yes,Associate,low,3
4066,Melanie,Stone,melanie.stone4066@email.com,Female,23,Biology,89.2,75,56,70.9,63.8,64,63,64.7,D,5,yes,High School,medium,7
4067,Dylan,Hughes,dylan.hughes4067@email.com,Male,18,Biology,84.8,56,73,72.5,66.3,68,56,65.7,D,7,yes,High School,high,7
4068,Andrew,Willis,andrew.willis4068@email.com,Female,23,Physics,83.8,58,65,66.3,62.6,67,52,61.9,D,12,yes,Associate,medium,4
4069,Timothy,English,timothy.english4069@email.com,Male,21,Business,94.4,49,40,50.0,50.0,60,67,48.0,F,13,yes,High School,low,7
4070,Russell,Freeman,russell.freeman4070@email.com,Female,23,History,72.8,52,71,67.6,74.7,65,63,64.1,D,8,yes,High School,medium,6
4071,Francisco,Erickson,francisco.erickson4071@email.com,Female,22,Psychology,69.5,99,65,89.1,97.1,86,89,82.8,B-,14,yes,High School,medium,2
4072,Christopher,Gross,christopher.gross4072@email.com,Male,19,Economics,68.2,67,55,61.9,50.0,60,55,59.3,F,10,no,Bachelor's,medium,5
4073,Adam,Stuart,adam.stuart4073@email.com,Male,20,Biology,90.1,56,79,66.9,78.2,67,77,70.2,C-,6,yes,High School,low,5
4074,Roger,Martin,roger.martin4074@email.com,Male,20,Political Science,78.1,69,74,86.8,72.1,68,89,75.0,C,5,no,Doctorate,high,3
4075,Kaitlyn,Bender,kaitlyn.bender4075@email.com,Male,24,Business,97.7,40,59,79.7,78.1,60,51,55.6,F,12,yes,Bachelor's,medium,6
4076,Amanda,Rodriguez,amanda.rodriguez4076@email.com,Female,21,History,97.7,65,53,55.9,54.7,60,50,57.1,F,14,yes,Associate,medium,8
4077,Heather,Wolfe,heather.wolfe4077@email.com,Female,18,Economics,82.4,63,78,85.6,70.1,75,69,72.9,C-,21,yes,Bachelor's,medium,3
4078,Tony,Martin,tony.martin4078@email.com,Female,18,Engineering,82.2,99,72,86.5,83.5,89,72,83.1,B,14,yes,Associate,high,6
4079,James,Powell,james.powell4079@email.com,Female,24,History,91.8,82,80,72.9,83.4,69,78,79.4,C+,11,yes,Doctorate,medium,6
4080,Ashley,Liu,ashley.liu4080@email.com,Male,20,Mathematics,73.3,66,78,82.6,83.2,67,83,75.1,C,12,no,High School,medium,3
4081,Adrian,Johnson,adrian.johnson4081@email.com,Male,18,Economics,96.5,86,84,91.6,69.8,60,86,83.8,B,12,yes,Bachelor's,high,5
4082,Austin,Farmer,austin.farmer4082@email.com,Male,22,Mathematics,80.3,75,58,58.8,51.3,62,50,62.3,D,11,yes,Associate,high,7
4083,Gina,Thomas,gina.thomas4083@email.com,Male,18,Biology,93.9,65,73,50.0,55.9,60,64,65.9,D,7,yes,Bachelor's,medium,8
4084,Jasmin,Johnson,jasmin.johnson4084@email.com,Female,21,Business,87.4,63,71,81.4,62.6,70,69,69.1,D,6,yes,Doctorate,medium,8
4085,Lisa,Galvan,lisa.galvan4085@email.com,Male,20,Business,87.6,47,61,63.8,51.0,60,55,56.0,F,7,yes,High School,medium,6
4086,Noah,Ware,noah.ware4086@email.com,Female,18,Mathematics,100.0,65,70,81.3,81.4,84,86,72.6,C-,10,yes,High School,medium,3
4087,Benjamin,Newman,benjamin.newman4087@email.com,Female,20,Computer Science,80.0,63,63,65.9,77.5,76,69,65.3,D,9,yes,High School,medium,6
4088,James,Parker,james.parker4088@email.com,Male,23,Biology,81.3,72,89,81.2,89.5,90,72,81.6,B-,7,yes,Doctorate,medium,5
4089,Gary,Johnson,gary.johnson4089@email.com,Male,21,Economics,70.8,99,94,89.4,96.0,80,78,92.9,A,19,yes,Associate,medium,5
4090,Laura,Barton,laura.barton4090@email.com,Female,19,English Literature,100.0,91,74,92.7,83.5,68,79,81.8,B-,10,yes,Doctorate,low,3
4091,Emily,Nguyen,emily.nguyen4091@email.com,Male,18,English Literature,90.9,81,76,81.4,75.5,96,76,79.1,C+,12,yes,Master's,high,5
4092,Jose,Evans,jose.evans4092@email.com,Female,24,Computer Science,100.0,69,80,85.7,80.9,79,84,77.7,C+,11,yes,Doctorate,high,4
4093,Michael,Collier,michael.collier4093@email.com,Male,20,Mathematics,94.5,49,49,58.7,53.3,60,66,52.5,F,5,yes,Bachelor's,high,6
4094,Jasmine,Hernandez,jasmine.hernandez4094@email.com,Female,18,Chemistry,100.0,55,49,72.4,58.8,72,65,56.5,F,12,yes,Bachelor's,low,6
4095,Travis,Hubbard,travis.hubbard4095@email.com,Male,21,Business,97.6,70,65,92.6,73.8,82,91,73.3,C,13,yes,Associate,medium,3
4096,Kathleen,Hogan,kathleen.hogan4096@email.com,Male,18,Business,71.5,79,63,81.0,79.5,66,81,72.4,C-,12,yes,High School,medium,4
4097,Justin,Ortega,justin.ortega4097@email.com,Female,18,History,87.2,89,73,77.3,93.6,83,83,80.9,B-,9,no,Associate,medium,5
4098,Carlos,Simmons,carlos.simmons4098@email.com,Male,22,Physics,76.8,65,68,82.9,81.5,63,70,69.3,D,14,yes,Associate,low,4
4099,Shawn,Chase,shawn.chase4099@email.com,Female,22,Engineering,65.5,61,46,56.8,59.8,60,58,54.3,F,11,yes,Bachelor's,medium,7
4100,Melissa,Rocha,melissa.rocha4100@email.com,Male,19,Physics,95.1,53,53,58.4,64.2,60,57,54.9,F,5,yes,Bachelor's,high,8
4101,Candace,Smith,candace.smith4101@email.com,Female,20,Engineering,84.5,65,74,80.6,76.5,86,75,72.9,C-,20,yes,High School,low,6
4102,Cindy,Wells,cindy.wells4102@email.com,Female,23,Business,86.4,57,74,77.0,74.9,77,57,67.7,D,10,yes,Associate,medium,7
4103,Luke,Scott,luke.scott4103@email.com,Female,19,Economics,76.8,66,72,94.1,77.3,89,69,73.3,C,8,yes,Master's,low,5
4104,Susan,Rivera,susan.rivera4104@email.com,Male,20,Mathematics,89.4,45,51,56.4,52.9,60,60,51.3,F,8,no,Associate,medium,9
4105,Melanie,Ortega,melanie.ortega4105@email.com,Male,19,English Literature,89.8,55,49,59.8,52.0,60,73,55.0,F,15,yes,Bachelor's,high,5
4106,Christina,Perez,christina.perez4106@email.com,Female,21,Business,78.8,87,67,67.3,50.0,71,50,70.8,C-,21,yes,High School,low,5
4107,Melinda,Bush,melinda.bush4107@email.com,Female,18,Economics,85.8,67,70,73.3,91.1,60,94,72.4,C-,18,yes,High School,low,4
4108,John,Kim,john.kim4108@email.com,Male,19,History,86.0,48,45,60.7,55.8,60,61,50.4,F,9,yes,Doctorate,medium,7
4109,Kathleen,Wallace,kathleen.wallace4109@email.com,Male,24,Computer Science,76.1,42,66,64.6,50.2,60,50,56.0,F,11,yes,Bachelor's,high,5
4110,Christy,Brooks,christy.brooks4110@email.com,Male,20,History,79.5,44,56,55.6,58.7,70,56,53.3,F,7,no,High School,medium,7
4111,Amber,Wright,amber.wright4111@email.com,Male,23,Political Science,96.8,58,48,83.1,66.7,75,77,59.7,F,9,yes,Associate,medium,7
4112,Samuel,Hayes,samuel.hayes4112@email.com,Male,23,English Literature,93.9,62,78,68.8,75.7,69,65,70.5,C-,7,yes,Master's,medium,7
4113,Timothy,Potter,timothy.potter4113@email.com,Female,23,English Literature,86.2,66,68,51.5,71.3,77,66,66.3,D,17,no,High School,medium,6
4114,Peter,Rodgers,peter.rodgers4114@email.com,Female,24,Physics,76.3,48,48,65.4,54.2,60,50,50.9,F,9,yes,Associate,medium,6
4115,Pamela,Smith,pamela.smith4115@email.com,Female,24,Psychology,100.0,50,53,51.7,55.4,63,50,52.3,F,10,yes,Associate,medium,6
4116,David,Collier,david.collier4116@email.com,Male,21,Computer Science,88.0,53,40,50.0,50.0,60,50,47.4,F,10,no,Associate,medium,9
4117,Isabel,Little,isabel.little4117@email.com,Male,21,Political Science,100.0,64,78,91.6,79.8,60,75,74.1,C,16,no,Master's,medium,1
4118,Cody,Ritter,cody.ritter4118@email.com,Male,24,History,75.6,76,55,65.2,55.6,72,54,63.1,D,15,yes,High School,low,9
4119,Kristy,Macias,kristy.macias4119@email.com,Male,22,Political Science,88.5,52,47,53.1,58.0,74,50,51.4,F,10,yes,Master's,high,6
4120,Heather,Armstrong,heather.armstrong4120@email.com,Female,23,Business,74.9,83,91,84.7,82.4,90,82,86.7,B,11,yes,Doctorate,high,3
4121,Scott,Davenport,scott.davenport4121@email.com,Male,20,Biology,80.8,90,63,89.1,77.1,78,97,78.6,C+,8,yes,Master's,low,3
4122,Wayne,Williams,wayne.williams4122@email.com,Female,20,Engineering,96.1,40,50,51.3,50.0,60,53,48.0,F,8,no,Associate,high,6
4123,Patrick,Reed,patrick.reed4123@email.com,Female,23,Physics,71.1,90,84,88.5,71.9,60,87,84.8,B,12,yes,High School,low,5
4124,Matthew,Jackson,matthew.jackson4124@email.com,Female,23,Chemistry,93.6,58,49,50.0,50.0,60,50,52.5,F,9,yes,High School,medium,5
4125,Barry,Sanchez,barry.sanchez4125@email.com,Female,21,Business,88.5,83,80,82.7,72.8,65,83,80.4,B-,6,yes,Associate,low,3
4126,Samantha,Anderson,samantha.anderson4126@email.com,Male,24,Psychology,84.8,49,40,55.6,50.0,60,50,46.8,F,10,yes,Bachelor's,low,6
4127,Mark,Murray,mark.murray4127@email.com,Male,24,English Literature,92.4,87,74,74.0,71.3,86,72,78.2,C+,21,yes,Associate,low,3
4128,Jamie,Anderson,jamie.anderson4128@email.com,Male,23,Business,73.6,60,76,67.8,53.2,60,55,66.4,D,10,yes,Bachelor's,low,8
4129,Jonathan,May,jonathan.may4129@email.com,Male,22,Economics,80.7,40,40,50.0,50.0,60,50,43.6,F,12,no,Bachelor's,high,5
4130,Karen,Rodriguez,karen.rodriguez4130@email.com,Female,23,Psychology,84.7,51,40,62.6,51.4,60,50,48.1,F,14,yes,Doctorate,medium,4
4131,Isaac,Chapman,isaac.chapman4131@email.com,Female,19,Engineering,92.7,85,83,84.5,76.7,66,73,81.7,B-,12,yes,Associate,low,7
4132,David,Benjamin,david.benjamin4132@email.com,Female,21,Biology,71.1,43,58,59.1,61.9,60,50,53.1,F,15,yes,High School,low,6
4133,Rebecca,Roberts,rebecca.roberts4133@email.com,Male,22,History,100.0,50,73,83.3,76.7,60,66,66.0,D,5,yes,High School,medium,7
4134,Tommy,Harrell,tommy.harrell4134@email.com,Female,24,Biology,73.4,59,67,69.8,59.9,60,62,63.8,D,9,yes,Doctorate,medium,8
4135,Tasha,Archer,tasha.archer4135@email.com,Male,22,Business,98.8,85,72,74.8,75.5,70,85,77.6,C+,19,yes,Doctorate,low,5
4136,Peter,Alexander,peter.alexander4136@email.com,Male,24,Psychology,86.4,76,65,79.6,81.5,83,72,72.2,C-,19,yes,High School,low,6
4137,Nicholas,Day,nicholas.day4137@email.com,Male,23,Business,86.0,80,79,77.2,81.0,69,71,77.9,C+,17,yes,High School,medium,5
4138,Stephanie,Stevens,stephanie.stevens4138@email.com,Male,20,Psychology,84.8,62,70,86.8,77.4,72,65,69.3,D,14,yes,Associate,medium,5
4139,Vincent,Turner,vincent.turner4139@email.com,Male,21,Mathematics,75.3,82,79,85.1,71.6,78,78,80.1,B-,14,no,Bachelor's,low,5
4140,Caroline,Sanders,caroline.sanders4140@email.com,Male,24,Psychology,100.0,65,69,80.6,70.3,63,68,68.7,D,9,yes,Bachelor's,high,7
4141,Nicholas,Tyler,nicholas.tyler4141@email.com,Male,22,Engineering,84.2,95,79,85.2,78.5,71,87,84.9,B,12,yes,Associate,medium,4
4142,Daniel,Daniel,daniel.daniel4142@email.com,Female,21,Mathematics,82.1,56,55,50.0,50.0,60,50,54.3,F,9,no,Associate,medium,5
4143,Justin,Nixon,justin.nixon4143@email.com,Female,18,Political Science,84.7,66,73,72.5,51.2,60,77,69.6,D,7,yes,Associate,medium,7
4144,Nicholas,Keith,nicholas.keith4144@email.com,Female,18,Physics,98.5,67,79,73.2,66.5,69,69,72.7,C-,12,no,Bachelor's,high,3
4145,Christopher,Gamble,christopher.gamble4145@email.com,Male,20,Economics,94.8,53,40,50.0,62.5,60,50,48.0,F,13,no,Associate,low,6
4146,Edward,Knight,edward.knight4146@email.com,Female,21,Business,80.7,65,77,73.8,57.2,68,70,71.1,C-,14,yes,High School,low,6
4147,Andrew,Spears,andrew.spears4147@email.com,Female,23,Political Science,70.4,87,73,69.6,81.7,82,92,79.7,C+,17,yes,Bachelor's,low,2
4148,Gregory,Harrison,gregory.harrison4148@email.com,Female,21,Business,97.6,81,68,77.7,70.9,73,72,73.7,C,14,yes,Doctorate,medium,2
4149,Mark,Myers,mark.myers4149@email.com,Female,21,Psychology,65.3,48,40,55.5,63.2,60,62,48.3,F,20,yes,Associate,medium,6
4150,Calvin,Riddle,calvin.riddle4150@email.com,Female,22,Physics,83.0,68,60,79.2,65.7,82,75,67.3,D,13,yes,Bachelor's,high,6
4151,Elizabeth,Hartman,elizabeth.hartman4151@email.com,Male,20,Computer Science,96.5,67,73,84.7,92.2,73,82,74.3,C,18,yes,High School,medium,4
4152,James,Garcia,james.garcia4152@email.com,Male,18,Engineering,71.1,51,73,67.8,78.6,66,54,64.0,D,5,yes,High School,medium,8
4153,Gary,Frazier,gary.frazier4153@email.com,Male,20,English Literature,78.6,87,81,96.7,76.2,72,82,83.8,B,12,yes,Bachelor's,medium,5
4154,Ashley,Crawford,ashley.crawford4154@email.com,Male,21,Business,100.0,55,95,88.3,93.1,78,82,80.1,B-,10,yes,Bachelor's,medium,3
4155,Tiffany,Nichols,tiffany.nichols4155@email.com,Male,21,Chemistry,91.0,73,71,85.0,83.2,81,99,76.9,C,9,yes,Associate,medium,6
4156,Dominic,Lewis,dominic.lewis4156@email.com,Male,21,English Literature,84.1,82,66,56.9,51.3,60,59,68.2,D,12,yes,Associate,low,4
4157,Scott,Smith,scott.smith4157@email.com,Male,24,Economics,70.5,82,78,87.1,70.6,62,96,80.8,B-,7,yes,Master's,medium,5
4158,Tracy,Anderson,tracy.anderson4158@email.com,Male,18,History,74.4,81,83,80.7,80.7,75,86,82.1,B-,16,yes,Associate,low,6
4159,Leslie,Wilson,leslie.wilson4159@email.com,Female,20,History,98.7,86,66,71.8,72.7,60,80,74.1,C,18,yes,Bachelor's,high,6
4160,Gregory,Frazier,gregory.frazier4160@email.com,Female,20,Physics,77.2,65,65,54.7,53.8,60,53,62.0,D,10,yes,Bachelor's,medium,4
4161,Jeffrey,Mendez,jeffrey.mendez4161@email.com,Female,23,Economics,68.5,58,49,61.3,57.6,60,50,54.0,F,7,yes,Doctorate,high,7
4162,Chad,Andrews,chad.andrews4162@email.com,Male,22,Computer Science,100.0,70,55,71.1,61.5,60,59,62.2,D,12,yes,Master's,high,7
4163,Monique,Mills,monique.mills4163@email.com,Male,18,English Literature,86.9,74,76,93.5,97.6,84,64,77.5,C+,18,yes,Bachelor's,high,4
4164,Deanna,Reynolds,deanna.reynolds4164@email.com,Female,22,Economics,82.7,52,40,50.0,50.0,60,50,47.1,F,13,yes,Master's,high,5
4165,Steven,Rowland,steven.rowland4165@email.com,Female,21,History,100.0,61,58,75.3,66.3,60,56,61.0,D,16,yes,Bachelor's,medium,6
4166,Jeffery,Holmes,jeffery.holmes4166@email.com,Male,19,English Literature,82.3,60,62,74.5,69.9,60,50,61.7,D,10,yes,High School,low,8
4167,Danielle,Bailey,danielle.bailey4167@email.com,Female,19,Computer Science,80.5,57,61,61.8,50.0,60,71,60.4,D,9,yes,Associate,medium,8
4168,David,Huff,david.huff4168@email.com,Female,22,Mathematics,72.5,81,63,79.6,77.5,64,92,73.8,C,14,yes,Associate,low,4
4169,Gregory,Arnold,gregory.arnold4169@email.com,Female,24,Business,65.6,40,40,50.0,50.0,60,50,43.5,F,13,yes,Bachelor's,medium,6
4170,Dennis,Murray,dennis.murray4170@email.com,Male,24,Computer Science,91.2,40,40,50.0,50.0,60,50,43.5,F,13,yes,Bachelor's,high,5
4171,Wendy,Castaneda,wendy.castaneda4171@email.com,Female,23,Engineering,100.0,79,64,67.2,64.1,73,60,69.0,D,15,yes,High School,high,7
4172,Alicia,Cain,alicia.cain4172@email.com,Female,20,Psychology,80.7,80,75,82.5,83.0,75,80,78.2,C+,9,yes,Associate,medium,4
4173,Brian,Walker,brian.walker4173@email.com,Male,23,History,92.9,72,99,96.0,71.2,66,70,84.7,B,13,yes,Associate,medium,7
4174,Stanley,Roberts,stanley.roberts4174@email.com,Female,22,Political Science,73.6,86,78,90.6,84.1,82,86,83.0,B,16,yes,Master's,high,5
4175,Savannah,Ponce,savannah.ponce4175@email.com,Male,24,Chemistry,75.2,65,79,77.6,88.6,76,63,73.5,C,15,yes,High School,medium,4
4176,Heather,Shelton,heather.shelton4176@email.com,Male,18,English Literature,82.6,82,88,75.6,75.9,72,84,83.2,B,14,yes,Bachelor's,medium,4
4177,James,Henderson,james.henderson4177@email.com,Male,19,Business,93.1,90,86,82.3,54.2,60,69,82.3,B-,15,yes,Bachelor's,medium,5
4178,Karen,Lee,karen.lee4178@email.com,Male,22,Chemistry,83.7,46,83,72.0,71.8,67,64,67.6,D,12,yes,High School,low,7
4179,Melinda,Mckay,melinda.mckay4179@email.com,Male,22,English Literature,84.1,63,66,74.5,75.4,82,71,67.8,D,7,no,Bachelor's,high,6
4180,Dale,Cruz,dale.cruz4180@email.com,Female,21,Business,84.1,40,54,53.1,50.3,60,56,50.0,F,13,yes,Associate,medium,6
4181,Jeffrey,Fitzpatrick,jeffrey.fitzpatrick4181@email.com,Female,21,History,82.5,59,69,75.2,68.6,61,63,65.6,D,11,no,Associate,low,7
4182,Victor,Bailey,victor.bailey4182@email.com,Male,21,Biology,85.6,78,60,66.5,77.2,83,66,68.7,D,10,yes,Associate,high,5
4183,Bradley,Chavez,bradley.chavez4183@email.com,Female,24,Chemistry,75.8,56,43,50.0,50.0,60,53,49.8,F,11,yes,High School,low,9
4184,Edwin,Bates,edwin.bates4184@email.com,Female,19,Psychology,89.7,70,71,78.2,86.3,84,100,75.8,C,13,yes,High School,medium,5
4185,Ruth,Crawford,ruth.crawford4185@email.com,Female,23,History,69.3,47,42,50.0,50.0,60,50,46.4,F,11,yes,Associate,low,6
4186,Nicholas,Wright,nicholas.wright4186@email.com,Male,20,English Literature,82.9,41,74,64.9,59.3,65,54,60.1,D,11,yes,Bachelor's,medium,7
4187,William,Montgomery,william.montgomery4187@email.com,Female,19,Business,65.8,79,71,84.1,68.4,92,60,74.6,C,9,yes,Associate,high,4
4188,Sarah,Hampton,sarah.hampton4188@email.com,Male,23,Economics,77.7,89,89,92.7,96.2,81,67,87.2,B+,14,yes,Doctorate,high,5
4189,Michelle,Brown,michelle.brown4189@email.com,Male,20,Chemistry,100.0,73,87,88.2,73.0,71,64,79.2,C+,17,yes,Associate,medium,2
4190,Megan,Gomez,megan.gomez4190@email.com,Female,22,Mathematics,75.8,77,47,59.2,66.5,60,50,59.2,F,15,yes,Associate,medium,8
4191,Brett,Morrison,brett.morrison4191@email.com,Female,18,Mathematics,78.4,73,52,50.0,52.8,60,53,58.7,F,6,yes,Bachelor's,high,8
4192,Jeffrey,Tran,jeffrey.tran4192@email.com,Male,21,History,94.7,70,51,67.9,58.0,60,54,59.5,F,9,yes,Master's,low,6
4193,Jennifer,Murphy,jennifer.murphy4193@email.com,Male,23,Political Science,90.9,81,78,98.7,78.3,62,74,79.9,C+,13,yes,Associate,low,3
4194,Andrew,Green,andrew.green4194@email.com,Female,23,Engineering,85.9,56,46,50.7,61.6,61,53,51.8,F,9,yes,Doctorate,low,7
4195,Jonathan,Matthews,jonathan.matthews4195@email.com,Male,20,Economics,80.0,73,82,78.2,86.1,84,69,77.9,C+,11,no,Associate,medium,2
4196,Alexander,May,alexander.may4196@email.com,Male,20,English Literature,100.0,72,64,71.3,77.4,69,66,68.4,D,11,yes,Associate,medium,6
4197,Nicholas,Ward,nicholas.ward4197@email.com,Female,18,Economics,85.1,40,40,50.0,50.0,60,50,43.6,F,8,no,Bachelor's,medium,6
4198,April,Davies,april.davies4198@email.com,Female,23,English Literature,71.7,63,68,66.3,52.4,72,66,65.6,D,8,yes,High School,low,5
4199,Samuel,Freeman,samuel.freeman4199@email.com,Male,21,Physics,81.8,63,65,56.8,63.3,60,51,61.9,D,13,yes,Bachelor's,medium,7
4200,Carolyn,Anderson,carolyn.anderson4200@email.com,Male,19,Engineering,100.0,57,71,63.2,72.9,60,61,64.6,D,14,yes,Bachelor's,high,6
4201,Julia,Zimmerman,julia.zimmerman4201@email.com,Male,24,Computer Science,97.9,43,40,50.0,50.0,60,50,44.4,F,10,yes,Bachelor's,low,5
4202,Nancy,Valencia,nancy.valencia4202@email.com,Female,19,History,84.3,74,83,89.4,63.5,65,65,77.4,C+,6,yes,Bachelor's,low,5
4203,Terri,Curry,terri.curry4203@email.com,Male,20,Chemistry,100.0,70,82,84.6,90.5,68,88,79.1,C+,14,no,High School,low,3
4204,Richard,Liu,richard.liu4204@email.com,Female,23,Biology,95.8,40,51,50.0,54.5,60,56,48.8,F,10,yes,Associate,medium,8
